STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,UNIT_MEASURE,Unit of measure,RESOURCE,Resource,SEEA,Stocks and flows,CLASS,Class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2016,,0.047,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2017,,0.057,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2018,,0.053,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2019,,0.056,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2020,,0.059,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2021,,0.058,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,DOWN,Downward reappraisals,A,Commercially recoverable resources,2015,,1.09,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,DOWN,Downward reappraisals,A,Commercially recoverable resources,2017,,0.014,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,DOWN,Downward reappraisals,A,Commercially recoverable resources,2020,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,IRON,Iron-Ore,DOWN,Downward reappraisals,A,Commercially recoverable resources,2021,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2013,,0.654,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2014,,0.339,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2015,,0.706,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2016,,0.498,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2017,,0.592,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2018,,1.089,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2019,,0.255,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2020,,0.45,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,BBL_US,Barrels,CRUDE,Crude oil,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2021,,0.446,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2013,,0.219,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2014,,0.237,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2016,,0.477,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2018,,0.104,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2020,,0.303,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,DOWN,Downward reappraisals,A,Commercially recoverable resources,2021,,0.082,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2013,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2014,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2015,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2016,,-0.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2017,,0.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2018,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2019,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2020,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,DISCREPANCY,Discrepancies,A,Commercially recoverable resources,2021,,0,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2013,,10.364,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2014,,10.777,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2015,,10.215,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2016,,9.937,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2017,,9.101,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2018,,8.984,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2019,,8.115,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2020,,7.348,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,OPENING,Opening stock,A,Commercially recoverable resources,2021,,7.001,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2013,,0.023,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2014,,0.028,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2015,,0.005,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2016,,0.043,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2017,,0.014,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2018,,0.047,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2019,,0.022,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,LEAD,Lead,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2021,,0.07,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2013,,0.621,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2014,,0.655,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2015,,0.697,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2016,,0.708,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2017,,0.58,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2018,,0.528,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2019,,0.557,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2020,,0.579,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,COPPER,Copper,EXTRACTIONS,Extractions,A,Commercially recoverable resources,2021,,0.542,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2013,,3.532,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2014,,2.972,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2015,,3.009,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2016,,2.231,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2017,,2.286,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2018,,1.913,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2019,,2.18,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2020,,1.63,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,ZINC,Zinc,CLOSING,Closing stock,A,Commercially recoverable resources,2021,,1.238,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2013,,0.283,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2015,,0.663,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2016,,0.109,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2017,,0.392,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2019,,0.116,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,T,Tonnes,NICKEL,Nickel,UP,Upward reappraisals,A,Commercially recoverable resources,2021,,0.066,,6,Millions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2013,,170,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2014,,106.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2015,,280.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2016,,136.9,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2017,,161.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2018,,188.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2019,,549.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2020,,172.9,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_AD,Total additions to stock,A,Commercially recoverable resources,2021,,179.4,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2013,,141.4,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2014,,147.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2015,,149.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2016,,159.8,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2017,,173.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2018,,177.8,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2019,,171.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2020,,166.9,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,TOTAL_RED,Total reductions in stock,A,Commercially recoverable resources,2021,,173.5,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2013,,2024.3,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2014,,1983.7,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2015,,2118.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2016,,2095.1,,9,Billions
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_NAT_RES@DF_NAT_RES(1.0),Mineral and Energy Resources,I,CAN,Canada,A,Annual,M3,Cubic metres,NATGAS,Natural gas,CLOSING,Closing stock,A,Commercially recoverable resources,2017,,2083,,9,Billions
